Fuel Type,Allowance,Charge Type,October 2022 - December 2022,January 2023 - March 2023,April 2023 - June 2023,July 2023 - September 2023,October 2023 - December 2023,January 2024 - March 2024,April 2024 - June 2024,July 2024 - September 2024,October 2024 - December 2024,January 2025 - March 2025,April 2025 - June 2025,July 2025 - September 2025,October 2025 - December 2025,January 2026 - March 2026,April 2026 - June 2026,Allowance Value,Payment Method,Tab Category,Cap Period,Start Date,End Date,Subtotal (UR/SC),Total Bill,% of Subtotal,% of Total Bill
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,100.9354722755703,965.4044178155593,41.99%,4.39%
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,100.9354722755703,740.9497361581259,41.99%,5.72%
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,100.9354722755703,1619.7699588943133,41.99%,2.62%
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,314.73003721782146,801.6883199316958,13.47%,5.29%
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,314.73003721782146,965.4044178155593,13.47%,4.39%
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,314.73003721782146,740.9497361581259,13.47%,5.72%
Electricity Multi-Register,DUoS,Standing Charge,0.0,0.0,0.0,59.612321428571434,59.612321428571434,59.612321428571434,82.41178571428573,82.41178571428573,82.41178571428573,82.41178571428573,45.91178571428571,45.91178571428571,45.91178571428571,45.91178571428571,42.38692857142858,42.39,PPM,Network Costs,,,,314.73003721782146,1619.7699588943133,13.47%,2.62%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,801.6883199316958,40.71%,10.1%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,965.4044178155593,40.71%,8.38%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,740.9497361581259,40.71%,10.92%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,1619.7699588943133,40.71%,5.0%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,801.6883199316958,40.89%,10.1%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,965.4044178155593,40.89%,8.38%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,740.9497361581259,40.89%,10.92%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,1619.7699588943133,40.89%,5.0%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,801.6883199316958,80.19%,10.1%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,965.4044178155593,80.19%,8.38%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,740.9497361581259,80.19%,10.92%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,1619.7699588943133,80.19%,5.0%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,801.6883199316958,25.72%,10.1%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,965.4044178155593,25.72%,8.38%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,740.9497361581259,25.72%,10.92%
Electricity Multi-Register,CO,Standing Charge,,,,,,,,,,,,,,,,80.94,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,1619.7699588943133,25.72%,5.0%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,801.6883199316958,3.31%,0.82%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,965.4044178155593,3.31%,0.68%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,740.9497361581259,3.31%,0.89%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,1619.7699588943133,3.31%,0.41%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,801.6883199316958,3.32%,0.82%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,965.4044178155593,3.32%,0.68%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,740.9497361581259,3.32%,0.89%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,1619.7699588943133,3.32%,0.41%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,801.6883199316958,6.51%,0.82%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,965.4044178155593,6.51%,0.68%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,740.9497361581259,6.51%,0.89%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,1619.7699588943133,6.51%,0.41%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,801.6883199316958,2.09%,0.82%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,965.4044178155593,2.09%,0.68%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,740.9497361581259,2.09%,0.89%
Electricity Multi-Register,DRC,Standing Charge,,,,,,,,,,,,,,,,6.57,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,1619.7699588943133,2.09%,0.41%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,801.6883199316958,2.77%,0.69%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,965.4044178155593,2.77%,0.57%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,740.9497361581259,2.77%,0.74%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,1619.7699588943133,2.77%,0.34%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,801.6883199316958,2.78%,0.69%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,965.4044178155593,2.78%,0.57%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,740.9497361581259,2.78%,0.74%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,1619.7699588943133,2.78%,0.34%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,801.6883199316958,5.45%,0.69%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,965.4044178155593,5.45%,0.57%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,740.9497361581259,5.45%,0.74%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,1619.7699588943133,5.45%,0.34%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,801.6883199316958,1.75%,0.69%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,965.4044178155593,1.75%,0.57%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,740.9497361581259,1.75%,0.74%
Electricity Multi-Register,EBIT,Standing Charge,,,,,,,,,,,,,,,,5.5,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,1619.7699588943133,1.75%,0.34%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,801.6883199316958,0.74%,0.18%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,965.4044178155593,0.74%,0.15%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,740.9497361581259,0.74%,0.2%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,1619.7699588943133,0.74%,0.09%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,801.6883199316958,0.75%,0.18%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,965.4044178155593,0.75%,0.15%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,740.9497361581259,0.75%,0.2%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,1619.7699588943133,0.75%,0.09%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,801.6883199316958,1.46%,0.18%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,965.4044178155593,1.46%,0.15%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,740.9497361581259,1.46%,0.2%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,1619.7699588943133,1.46%,0.09%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,801.6883199316958,0.47%,0.18%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,965.4044178155593,0.47%,0.15%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,740.9497361581259,0.47%,0.2%
Electricity Multi-Register,HAP,Standing Charge,,,,,,,,,,,,,,,,1.48,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,1619.7699588943133,0.47%,0.09%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,801.6883199316958,4.83%,1.2%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,965.4044178155593,4.83%,0.99%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,740.9497361581259,4.83%,1.29%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,1619.7699588943133,4.83%,0.59%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,801.6883199316958,4.85%,1.2%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,965.4044178155593,4.85%,0.99%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,740.9497361581259,4.85%,1.29%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,1619.7699588943133,4.85%,0.59%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,801.6883199316958,9.5%,1.2%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,965.4044178155593,9.5%,0.99%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,740.9497361581259,9.5%,1.29%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,1619.7699588943133,9.5%,0.59%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,801.6883199316958,3.05%,1.2%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,965.4044178155593,3.05%,0.99%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,740.9497361581259,3.05%,1.29%
Electricity Multi-Register,IC,Standing Charge,,,,,,,,,,,,,,,,9.59,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,1619.7699588943133,3.05%,0.59%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,801.6883199316958,-2.63%,-0.65%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,965.4044178155593,-2.63%,-0.54%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,740.9497361581259,-2.63%,-0.71%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,198.80742031283106,1619.7699588943133,-2.63%,-0.32%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,801.6883199316958,-2.64%,-0.65%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,965.4044178155593,-2.64%,-0.54%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,740.9497361581259,-2.64%,-0.71%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,197.96005479348332,1619.7699588943133,-2.64%,-0.32%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,801.6883199316958,-5.18%,-0.65%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,965.4044178155593,-5.18%,-0.54%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,740.9497361581259,-5.18%,-0.71%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,100.9354722755703,1619.7699588943133,-5.18%,-0.32%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,801.6883199316958,-1.66%,-0.65%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,965.4044178155593,-1.66%,-0.54%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,740.9497361581259,-1.66%,-0.71%
Electricity Multi-Register,SMNCC,Standing Charge,,,,,,,,,,,,,,,,-5.23,PPM,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,314.73003721782146,1619.7699588943133,-1.66%,-0.32%
Electricity Multi-Register,WHD,Standing Charge,9.950486379774244,9.950486379774244,10.2986378209065,10.2986378209065,10.2986378209065,10.2986378209065,10.909265371253545,10.909265371253545,10.909265371253545,10.909265371253545,10.979819636605352,10.979819636605352,19.505362726406553,22.915579962327037,3.4102172359204843,3.41,PPM,Policy Cost Allowances,,,,198.80742031283106,801.6883199316958,1.72%,0.43%
Electricity Multi-Register,WHD,Standing Charge,9.950486379774244,9.950486379774244,10.2986378209065,10.2986378209065,10.2986378209065,10.2986378209065,10.909265371253545,10.909265371253545,10.909265371253545,10.909265371253545,10.979819636605352,10.979819636605352,19.505362726406553,22.915579962327037,3.4102172359204843,3.41,PPM,Policy Cost Allowances,,,,198.80742031283106,965.4044178155593,1.72%,0.35%
Electricity Multi-Register,WHD,Standing Charge,9.950486379774244,9.950486379774244,10.2986378209065,10.2986378209065,10.2986378209065,10.2986378209065,10.909265371253545,10.909265371253545,10.909265371253545,10.909265371253545,10.979819636605352,10.979819636605352,19.505362726406553,22.915579962327037,3.4102172359204843,3.41,PPM,Policy Cost Allowances,,,,198.80742031283106,740.9497361581259,1.72%,0.46%
