Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Cost Value
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jul 2026 - Sept 2026,292.2951453914288
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jul 2026 - Sept 2026,85.64003621175358
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jul 2026 - Sept 2026,-2.7874824475299977
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Oct 2022 - Dec 2022,47.41595159386661
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Oct 2022 - Dec 2022,11.671120371343685
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Oct 2022 - Dec 2022,2531.2795111318947
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Oct 2022 - Dec 2022,60.350314420836696
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Oct 2022 - Dec 2022,42.18287965726415
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Oct 2022 - Dec 2022,295.18358675120226
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Oct 2022 - Dec 2022,74.11198043052835
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Oct 2022 - Dec 2022,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Oct 2022 - Dec 2022,13.888153363818521
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Oct 2022 - Dec 2022,136.37643947137403
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2022 - Dec 2022,6.053968412030937
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Oct 2023 - Dec 2023,11.20085192403373
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Oct 2023 - Dec 2023,17.216596257944094
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Oct 2023 - Dec 2023,961.7284366728779
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Oct 2023 - Dec 2023,38.266017452640014
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Oct 2023 - Dec 2023,18.66009720895582
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Oct 2023 - Dec 2023,302.0609781473695
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Oct 2023 - Dec 2023,79.58581135029354
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Oct 2023 - Dec 2023,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Oct 2023 - Dec 2023,6.889685003496946
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Oct 2023 - Dec 2023,154.30031613679276
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2023 - Dec 2023,5.322032415623326
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Oct 2024 - Dec 2024,30.56858195421765
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Oct 2024 - Dec 2024,20.7983622372881
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Oct 2024 - Dec 2024,780.3972279863954
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Oct 2024 - Dec 2024,37.674188309124006
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Oct 2024 - Dec 2024,16.83407270505921
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Oct 2024 - Dec 2024,269.7119215866695
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Oct 2024 - Dec 2024,81.79994520547947
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Oct 2024 - Dec 2024,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Oct 2024 - Dec 2024,6.186315394966155
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Oct 2024 - Dec 2024,185.43364302399112
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2024 - Dec 2024,6.931552503469391
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Oct 2025 - Dec 2025,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Oct 2025 - Dec 2025,27.166217531894624
Direct Debit,Dual Fuel (implied),Unit Rate,CO,Oct 2025 - Dec 2025,77.39741375071725
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Oct 2025 - Dec 2025,757.9253824573682
Direct Debit,Dual Fuel (implied),Unit Rate,DRC,Oct 2025 - Dec 2025,46.539225085946676
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Oct 2025 - Dec 2025,37.90413968045664
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Oct 2025 - Dec 2025,16.88655505079835
Direct Debit,Dual Fuel (implied),Unit Rate,IC,Oct 2025 - Dec 2025,13.641965711551947
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Oct 2025 - Dec 2025,326.2741930945299
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Oct 2025 - Dec 2025,194.57638722789176
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2025 - Dec 2025,-1.7762999999999982
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Apr 2023 - June 2023,0.41079125157488544
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2023 - June 2023,3.4823124834277976
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Apr 2023 - June 2023,1.1732689397083937
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Apr 2023 - June 2023,103.14368142857143
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Apr 2023 - June 2023,48.959197260273974
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Apr 2023 - June 2023,4.196814383561644
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Apr 2023 - June 2023,0.8364204150036249
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Apr 2023 - June 2023,10.298637820906496
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2023 - June 2023,11.95167364352585
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Apr 2024 - June 2024,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2024 - June 2024,4.569654681230188
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Apr 2024 - June 2024,1.2130014339285438
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Apr 2024 - June 2024,120.5856757142857
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Apr 2024 - June 2024,50.991023483365936
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Apr 2024 - June 2024,4.37098385518591
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Apr 2024 - June 2024,0.9264176426347375
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Apr 2024 - June 2024,10.909265371253543
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2024 - June 2024,11.082285041361699
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Apr 2025 - June 2025,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2025 - June 2025,4.238060521636673
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Apr 2025 - June 2025,1.2742456305951582
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Apr 2025 - June 2025,95.2024807142857
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Apr 2025 - June 2025,52.7884082191781
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Apr 2025 - June 2025,4.525056849315069
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Apr 2025 - June 2025,0.826282663802236
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Apr 2025 - June 2025,10.979819636605354
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2025 - June 2025,13.675063223126843
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Apr 2026 - June 2026,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,CO,Apr 2026 - June 2026,47.3948830012498
Direct Debit,Electricity Multi-Register,Standing Charge,DRC,Apr 2026 - June 2026,6.26440498788291
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2026 - June 2026,4.6138438814830876
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Apr 2026 - June 2026,1.0126284718858645
Direct Debit,Electricity Multi-Register,Standing Charge,IC,Apr 2026 - June 2026,9.59309345822528
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Apr 2026 - June 2026,123.62351857142858
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Apr 2026 - June 2026,3.4102172359204843
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2026 - June 2026,-2.11255540638
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jan 2023 - Mar 2023,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2023 - Mar 2023,3.0466212829660857
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jan 2023 - Mar 2023,1.1117930029434413
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jan 2023 - Mar 2023,84.41146428571427
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Jan 2023 - Mar 2023,47.083665362035234
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Jan 2023 - Mar 2023,4.036042563600781
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Jan 2023 - Mar 2023,0.730035968029674
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jan 2023 - Mar 2023,9.950486379774246
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2023 - Mar 2023,11.090106502704797
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jan 2024 - Mar 2024,0.41079125157488544
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2024 - Mar 2024,3.94560440152206
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jan 2024 - Mar 2024,1.1872030871055863
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jan 2024 - Mar 2024,103.14368142857143
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Jan 2024 - Mar 2024,50.56121409001957
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Jan 2024 - Mar 2024,4.334140313111546
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Jan 2024 - Mar 2024,0.8380927907775548
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jan 2024 - Mar 2024,10.298637820906496
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2024 - Mar 2024,10.69908760649443
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jan 2025 - Mar 2025,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2025 - Mar 2025,4.8708461717025004
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jan 2025 - Mar 2025,1.2649040383296408
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jan 2025 - Mar 2025,120.5856757142857
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Jan 2025 - Mar 2025,51.967863013698626
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Jan 2025 - Mar 2025,4.454719178082192
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Jan 2025 - Mar 2025,0.9414697980856541
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jan 2025 - Mar 2025,10.909265371253543
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2025 - Mar 2025,13.25048425965346
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jan 2026 - Mar 2026,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,CO,Jan 2026 - Mar 2026,46.88671770816992
Direct Debit,Electricity Multi-Register,Standing Charge,DRC,Jan 2026 - Mar 2026,5.981491410529835
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2026 - Mar 2026,4.195166608218904
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jan 2026 - Mar 2026,1.295455861732911
Direct Debit,Electricity Multi-Register,Standing Charge,IC,Jan 2026 - Mar 2026,9.93072275026738
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jan 2026 - Mar 2026,95.2024807142857
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jan 2026 - Mar 2026,22.915579962327037
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2026 - Mar 2026,-1.4283
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jul 2023 - Sept 2023,0.41079125157488544
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2023 - Sept 2023,3.4823124834277976
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jul 2023 - Sept 2023,1.1732689397083937
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jul 2023 - Sept 2023,103.14368142857143
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Jul 2023 - Sept 2023,48.959197260273974
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Jul 2023 - Sept 2023,4.196814383561644
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Jul 2023 - Sept 2023,0.8364204150036249
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jul 2023 - Sept 2023,10.298637820906496
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2023 - Sept 2023,11.95167364352585
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jul 2024 - Sept 2024,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2024 - Sept 2024,4.7251982341144565
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jul 2024 - Sept 2024,1.2152787470863224
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jul 2024 - Sept 2024,120.5856757142857
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Jul 2024 - Sept 2024,50.991023483365936
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Jul 2024 - Sept 2024,4.37098385518591
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Jul 2024 - Sept 2024,0.9264176426347375
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jul 2024 - Sept 2024,10.909265371253543
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2024 - Sept 2024,11.082285041361699
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jul 2025 - Sept 2025,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,CO,Jul 2025 - Sept 2025,45.768754063394184
Direct Debit,Electricity Multi-Register,Standing Charge,DRC,Jul 2025 - Sept 2025,5.524216998472639
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2025 - Sept 2025,4.078294051889309
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jul 2025 - Sept 2025,1.1251859484654565
Direct Debit,Electricity Multi-Register,Standing Charge,IC,Jul 2025 - Sept 2025,9.350398225815407
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jul 2025 - Sept 2025,95.2024807142857
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jul 2025 - Sept 2025,10.979819636605354
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2025 - Sept 2025,1.150231282784684
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Jul 2026 - Sept 2026,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,CO,Jul 2026 - Sept 2026,47.3948830012498
Direct Debit,Electricity Multi-Register,Standing Charge,DRC,Jul 2026 - Sept 2026,6.26440498788291
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2026 - Sept 2026,4.74686112585587
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Jul 2026 - Sept 2026,1.0145759773607264
Direct Debit,Electricity Multi-Register,Standing Charge,IC,Jul 2026 - Sept 2026,9.59309345822528
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Jul 2026 - Sept 2026,123.62351857142858
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Jul 2026 - Sept 2026,3.4102172359204843
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2026 - Sept 2026,-2.11255540638
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Oct 2022 - Dec 2022,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2022 - Dec 2022,3.0466212829660857
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Oct 2022 - Dec 2022,1.1117930029434413
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Oct 2022 - Dec 2022,84.41146428571427
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Oct 2022 - Dec 2022,47.083665362035234
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Oct 2022 - Dec 2022,4.036042563600781
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Oct 2022 - Dec 2022,0.730035968029674
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Oct 2022 - Dec 2022,9.950486379774246
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2022 - Dec 2022,11.090106502704797
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Oct 2023 - Dec 2023,0.41079125157488544
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2023 - Dec 2023,4.008167949934257
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Oct 2023 - Dec 2023,1.1881190800178894
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Oct 2023 - Dec 2023,103.14368142857143
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Oct 2023 - Dec 2023,50.56121409001957
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Oct 2023 - Dec 2023,4.334140313111546
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Oct 2023 - Dec 2023,0.8380927907775548
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Oct 2023 - Dec 2023,10.298637820906496
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2023 - Dec 2023,10.69908760649443
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Oct 2024 - Dec 2024,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2024 - Dec 2024,4.903612655240435
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Oct 2024 - Dec 2024,1.2653837724151196
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Oct 2024 - Dec 2024,120.5856757142857
Direct Debit,Electricity Multi-Register,Standing Charge,OC,Oct 2024 - Dec 2024,51.967863013698626
Direct Debit,Electricity Multi-Register,Standing Charge,PAAC,Oct 2024 - Dec 2024,4.454719178082192
Direct Debit,Electricity Multi-Register,Standing Charge,PAP,Oct 2024 - Dec 2024,0.9414697980856541
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Oct 2024 - Dec 2024,10.909265371253543
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2024 - Dec 2024,13.25048425965346
Direct Debit,Electricity Multi-Register,Standing Charge,AA,Oct 2025 - Dec 2025,0.0
Direct Debit,Electricity Multi-Register,Standing Charge,CO,Oct 2025 - Dec 2025,46.88671770816992
Direct Debit,Electricity Multi-Register,Standing Charge,DRC,Oct 2025 - Dec 2025,5.867449720285104
Direct Debit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2025 - Dec 2025,4.080166836231743
Direct Debit,Electricity Multi-Register,Standing Charge,HAP,Oct 2025 - Dec 2025,1.242173475133262
Direct Debit,Electricity Multi-Register,Standing Charge,IC,Oct 2025 - Dec 2025,9.93072275026738
Direct Debit,Electricity Multi-Register,Standing Charge,NC,Oct 2025 - Dec 2025,95.2024807142857
Direct Debit,Electricity Multi-Register,Standing Charge,PC,Oct 2025 - Dec 2025,19.505362726406556
Direct Debit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2025 - Dec 2025,-1.4283
Direct Debit,Electricity Multi-Register,Unit Rate,AA,Apr 2023 - June 2023,26.30235715824895
Direct Debit,Electricity Multi-Register,Unit Rate,CM,Apr 2023 - June 2023,18.521453844979444
Direct Debit,Electricity Multi-Register,Unit Rate,DF,Apr 2023 - June 2023,1494.1918100465305
Direct Debit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2023 - June 2023,37.28365012065772
Direct Debit,Electricity Multi-Register,Unit Rate,HAP,Apr 2023 - June 2023,26.546645566710374
Direct Debit,Electricity Multi-Register,Unit Rate,NC,Apr 2023 - June 2023,149.12495255263687
Direct Debit,Electricity Multi-Register,Unit Rate,OC,Apr 2023 - June 2023,46.99461095890408
Direct Debit,Electricity Multi-Register,Unit Rate,PAAC,Apr 2023 - June 2023,0.0
Direct Debit,Electricity Multi-Register,Unit Rate,PAP,Apr 2023 - June 2023,9.169227882328936
Direct Debit,Electricity Multi-Register,Unit Rate,PC,Apr 2023 - June 2023,175.3389091689072
Direct Debit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2023 - June 2023,5.369592506511619
Direct Debit,Electricity Multi-Register,Unit Rate,AA,Apr 2024 - June 2024,15.899644085837112
Direct Debit,Electricity Multi-Register,Unit Rate,CM,Apr 2024 - June 2024,25.1071862441468
Direct Debit,Electricity Multi-Register,Unit Rate,DF,Apr 2024 - June 2024,477.16805647172947
Direct Debit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2024 - June 2024,20.584470807686085
Direct Debit,Electricity Multi-Register,Unit Rate,HAP,Apr 2024 - June 2024,11.729341124572969
Direct Debit,Electricity Multi-Register,Unit Rate,NC,Apr 2024 - June 2024,114.77800996039174
Direct Debit,Electricity Multi-Register,Unit Rate,OC,Apr 2024 - June 2024,48.94490606653618
Direct Debit,Electricity Multi-Register,Unit Rate,PAAC,Apr 2024 - June 2024,0.0
Direct Debit,Electricity Multi-Register,Unit Rate,PAP,Apr 2024 - June 2024,4.264607001453084
Direct Debit,Electricity Multi-Register,Unit Rate,PC,Apr 2024 - June 2024,204.18191276035338
Direct Debit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2024 - June 2024,4.978997627278437
Direct Debit,Electricity Multi-Register,Unit Rate,AA,Apr 2025 - June 2025,15.899644085837112
Direct Debit,Electricity Multi-Register,Unit Rate,CM,Apr 2025 - June 2025,32.44154710305148
Direct Debit,Electricity Multi-Register,Unit Rate,DF,Apr 2025 - June 2025,527.7336147494332
Direct Debit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2025 - June 2025,23.677559041937492
Direct Debit,Electricity Multi-Register,Unit Rate,HAP,Apr 2025 - June 2025,12.808220451357291
Direct Debit,Electricity Multi-Register,Unit Rate,NC,Apr 2025 - June 2025,142.60490287655745
Direct Debit,Electricity Multi-Register,Unit Rate,OC,Apr 2025 - June 2025,50.670167123287676
Direct Debit,Electricity Multi-Register,Unit Rate,PAAC,Apr 2025 - June 2025,0.0
Direct Debit,Electricity Multi-Register,Unit Rate,PAP,Apr 2025 - June 2025,4.733414400230775
Direct Debit,Electricity Multi-Register,Unit Rate,PC,Apr 2025 - June 2025,213.51887526782957
Direct Debit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2025 - June 2025,6.143868984303369
